FL,1708756,1563853
FL,663886,1000729
FL,110333,145728
FL,281411,209872
FL,236810,291667
FL,329478,381100
FL,236810,242146
FL,283968,471699
FL,467939,432297
FL,200789,199802
FL,353170,404357
FL,109789,142864
FL,654979,1089361
FL,770827,752349
FL,130734,189763
FL,90281,65381
FL,1014115,1197078
FL,1509043,1811720
FL,281411,416664
FL,236810,218016
FL,336068,417247
FL,239708,388489
FL,98633,80891
FL,109789,115212
FL,141157,190248
FL,298172,499987
FL,654979,742235
FL,377431,391272
FL,28231,37711
FL,125166,131084
FL,58437,58832
FL,14400000,17820000
FL,4734844,4625450
FL,2022354,2403296
FL,4132834,4450740
FL,2174081,2093661
FL,429300,422384
FL,1405350,1831457
FL,805500,939656
FL,349200,446958
FL,202680,231055
FL,779717,1067153
FL,61085,98005
FL,94642,104564
FL,135215,168378
FL,412146,442586
FL,992584,1297625
FL,4935502,5678117
FL,942732,1524398
FL,585518,642126
FL,663630,562689
FL,2526467,3893872
FL,423891,422589
FL,235883,350239
FL,52022,64848
FL,18407,16238
FL,127982,123460
FL,368812,406696
FL,2837,4483
FL,1190956,1083661
FL,225852,213999
FL,1057617,1205379
FL,585518,607627
FL,2526467,3189700
FL,423891,659795
FL,235883,341115
FL,1982597,2671462
FL,15643,10997
FL,27721,27377
FL,15788,27865
FL,20154,31591
FL,1049592,865047
FL,45000,71328
FL,496800,461043
FL,2524140,3588852
FL,6435,7792
FL,4574849,5463577
FL,63424,51745
FL,52628,56677
FL,1381937,2177379
FL,321696,424495
FL,812758,838865
FL,43634,68541
FL,58437,45160
FL,135864,163063
FL,60024,87254
FL,942470,1070344
FL,791452,1128475
FL,43634,65401
FL,1876531,2719093
FL,343398,448527
FL,1929597,2934223
FL,56463,71763
FL,39485,44237
FL,820562,718625
FL,44352,35413
FL,397800,542273
FL,1259075,1234756
FL,1068068,1297001
FL,347980,363083
FL,422830,310780
FL,891723,961415
FL,891723,1378646
FL,25380000,31140000
FL,2768642,3902223
FL,4000519,6096023
FL,561555,475480
FL,63154,75646
FL,1545221,1797797
FL,79078,120955
FL,125229,174783
FL,264314,283080
FL,259816,323262
FL,51819,44028
FL,233906,225953
FL,92213,83169
FL,90413,135403
FL,63424,84345
FL,7826,8047
FL,63424,102679
FL,1751059,2412031
FL,894781,1144862
FL,2588714,2552668
FL,691798,920092
FL,150141,206192
FL,1888065,2099909
FL,382260,586655
FL,43634,65993
FL,1403941,1734597
FL,213175,282637
FL,931106,1082691
FL,1362911,2092483
FL,12283,11875
FL,290955,348802
FL,134706,157353
FL,1538188,1224834
FL,1045030,1539204
FL,50930,47128
FL,2910,4360
FL,43655,36973
FL,56463,47144
FL,304908,384325
FL,1584206,1327239
FL,2369451,3636624
FL,3807566,5622283
FL,199888,335044
FL,635150,960347
FL,5397,7810
FL,1812,1826
FL,332489,465219
FL,43634,35586
FL,1362911,1348208
FL,1411830,1145155
FL,290955,447037
FL,134706,125062
FL,1538188,1952932
FL,1724595,1418721
FL,2910,2914
FL,1938578,1666510
FL,56463,61007
FL,304908,331679
FL,2369451,3692079
FL,635150,501317
FL,231640,309517
FL,19020,22580
FL,1060868,1027395
FL,3553316,3492199
FL,5347117,8876000
FL,2084205,1892292
FL,804722,871881
FL,328638,292225
FL,1919503,2178751
FL,703108,672880
FL,521875,422447
FL,9360000,13140000
FL,2450224,3530205
FL,262530,274737
FL,59479,64970
FL,8883769,11520000
FL,10710000,9450000
FL,2790594,4685992
FL,281354,356940
FL,298626,512682
FL,11136,17469
FL,28264,36531
FL,295842,296789
FL,11136,17929
FL,58437,66852
FL,28264,38522
FL,1029653,1460991
FL,2860941,3467169
FL,629898,1087122
FL,513910,593429
FL,513609,508215
FL,588515,475995
FL,88973,82103
FL,6858,7117
FL,68570,105472
FL,3159,4338
FL,49435,43305
FL,121630,151722
FL,5779,5165
FL,9348,12276
FL,9348,13320
FL,210087,290705
FL,52993,48821
FL,59031,47205
FL,59031,62726
FL,237807,237685
FL,59031,59977
FL,183939,242694
FL,336679,458725
FL,336679,378315
FL,436632,538713
FL,218049,322310
FL,24750,28651
FL,453600,466643
FL,360000,574484
FL,83538,122520
FL,68850,74932
FL,2158846,2795585
FL,3871166,4904090
FL,63424,68007
FL,103458,80382
FL,313460,398054
FL,87440,81443
FL,217265,292349
FL,12283,12513
FL,493084,499908
FL,2566120,2263113
FL,6621,7613
FL,9822,7304
FL,1041320,1098072
FL,177894,252613
FL,1106147,1325568
FL,53718,64977
FL,561404,548887
FL,561404,725295
FL,511915,602356
FL,1676949,1361770
FL,226287,163537
FL,564190,592513
FL,431463,659828
FL,217265,223590
FL,46362,58591
FL,437315,409911
FL,1184833,1790349
FL,13050000,9990000
FL,467328,571560
FL,954737,982986
FL,816496,1258020
FL,451903,486298
FL,6621,6645
FL,9822,12305
FL,1106147,832955
FL,437687,552037
FL,655408,702336
FL,754724,870311
FL,8803,12094
FL,25386,38670
FL,1215000,1262462
FL,2461390,3459275
FL,2200536,3473019
FL,145894,163919
FL,23685,28556
FL,23685,27898
FL,27923,44223
FL,3490,3908
FL,7978,9822
FL,2991,5161
FL,997,1067
FL,5983,5168
FL,997,935
FL,962,885
FL,392065,312152
FL,2360430,2879253
FL,164074,254100
FL,445296,373070
FL,130005,122009
FL,43634,59773
FL,174653,150982
FL,617860,880087
FL,564723,788636
FL,74364,127945
FL,403006,504318
FL,11998,10452
FL,148333,198933
FL,1642050,2605973
FL,43634,31439
FL,174653,175991
FL,224481,196861
FL,617860,867475
FL,655899,1168025
FL,484689,847567
FL,693741,810124
FL,459241,660571
FL,403006,603320
FL,163035,173513
FL,4279086,5074234
FL,1695881,1806147
FL,342189,303535
FL,374162,375360
FL,83855,127142
FL,1683395,1517278
FL,104595,87859
FL,67234,62124
FL,29291,44363
FL,16070,19366
FL,229839,228841
FL,37045,46540
FL,60288,87215
FL,2938253,4612446
FL,135630,161178
FL,1534500,2532738
FL,1263637,1326060
FL,643771,914979
FL,208346,342123
FL,304956,314465
FL,563346,741250
FL,31817,37082
FL,250957,236932
FL,281581,355857
FL,58437,60756
FL,1561481,1761101
FL,234282,309979
FL,479187,698737
FL,960921,1339479
FL,1072315,1270404
FL,768621,1001081
FL,1843701,2125049
FL,20154,20054
FL,502397,808982
FL,264113,227480
FL,737844,1188113
FL,466519,668869
FL,701714,1015566
FL,31646,45911
FL,335898,442736
FL,292888,427319
FL,292888,322249
FL,26728,43810
FL,173574,171599
FL,408282,353364
FL,250957,327063
FL,237549,356544
FL,58437,53419
FL,234282,182037
FL,1801937,3014465
FL,20154,23976
FL,1524291,1386743
FL,1234785,1403703
FL,692151,760661
FL,3851,3524
FL,5456,6678
FL,526844,917349
FL,78069,105352
FL,155703,227351
FL,109137,126031
FL,349761,324680
FL,701714,695560
FL,58437,83565
FL,153000000,186300000
FL,3069695,2650525
FL,1435950,1974477
FL,5900,6781
FL,933597,1078865
FL,64260000,66960000
FL,12690000,18990000
FL,91980,124658
FL,931455,1019160
FL,551839,774234
FL,277359,406026
FL,2183066,2970777
FL,90413,137482
FL,63424,77650
FL,57397,46670
FL,220411,335040
FL,100701,158605
FL,235862,343071
FL,291825,400601
FL,93641,92424
FL,627366,1145676
FL,761794,621623
FL,536346,442217
FL,558561,772477
FL,302774,233844
FL,273514,340118
FL,58437,55365
FL,3665231,2794182
FL,3700370,5034454
FL,1809147,1819640
FL,690319,818442
FL,1307856,1251853
FL,169121,175694
FL,401919,463038
FL,228458,296653
FL,338909,529085
FL,58437,59753
FL,285130,201467
FL,338926,260712
FL,340179,456412
FL,728879,1140691
FL,1033378,951121
FL,128556,170415
FL,860336,1482119
FL,626694,960106
FL,60652,55867
FL,16583,24225
FL,351913,408748
FL,1357876,1767955
FL,58437,65659
FL,340386,475082
FL,761794,932179
FL,13635,19469
FL,28231,30685
FL,3665231,3681153
FL,1966577,3014174
FL,198402,277005
FL,401919,387097
FL,874347,1047756
FL,379760,434571
FL,338909,452142
FL,58437,52001
FL,27444,34576
FL,538682,685721
FL,285130,482112
FL,338926,450321
FL,128556,111887
FL,626694,923556
FL,511191,503012
FL,16583,18098
FL,588918,487860
FL,423509,547233
FL,4968000,6955965
FL,271763,344116
FL,72000,116549
FL,742500,757047
FL,1404825,1638588
FL,521875,504150
FL,1454115,1569816
FL,21780000,16830000
FL,4758157,4829796
FL,617292,891378
FL,1350866,1017429
FL,7107313,10440000
FL,23310000,31410000
FL,1280559,1823537
FL,137376,142357
FL,66672,74205
FL,688422,706025
FL,421391,389513
FL,89154,97824
FL,90413,123338
FL,90413,70688
FL,14484,15670
FL,42642,66283
FL,10435,16576
FL,62524,51025
FL,42373,33440
FL,90953,90535
FL,63424,96619
FL,135414,107057
FL,615288,635052
FL,1768635,1798574
FL,8794145,7715983
FL,213175,245654
FL,1209336,1014065
FL,336693,544369
FL,1979323,1944083
FL,28231,28925
FL,198503,185501
FL,1024295,965557
FL,28231,32567
FL,1373138,1225814
FL,226287,225472
FL,1032008,1287548
FL,2801477,2976849
FL,213175,204110
FL,1209336,1525457
FL,385953,419794
FL,31646,43188
FL,1979323,2842476
FL,104642,164647
FL,28231,35295
FL,421268,441826
FL,198503,340632
FL,213175,276850
FL,936731,1405637
FL,1373138,1173291
FL,58437,79631
FL,226287,263047
FL,56463,69481
FL,1267958,1659757
FL,1492568,2219151
FL,1035700,1710977
FL,1130724,1341993
FL,2430764,2892320
FL,25740000,19980000
FL,15833,25905
FL,463944,722528
FL,511085,425018
FL,87894,129421
FL,63424,56834
FL,10615,17508
FL,5307,4511
FL,63424,52239
FL,168862,150084
FL,358686,430090
FL,188384,213135
FL,37425,67431
FL,92033,118002
FL,107866,161962
FL,81237,139006
FL,147001,192630
FL,71611,49298
FL,9356,13347
FL,2079967,1922489
FL,587284,634553
FL,2558250,3425680
FL,223252,183335
FL,389914,522196
FL,761964,828380
FL,857018,982657
FL,1269277,1189303
FL,2230216,2836835
FL,52734,74160
FL,1234790,971612
FL,54884,86005
FL,28976,31188
FL,58437,57730
FL,342341,264561
FL,20453,16363
FL,51160,39107
FL,25580,24979
FL,40112,37127
FL,511915,626400
FL,1357002,1354125
FL,761964,1200779
FL,198061,278806
FL,196357,169888
FL,2230216,2339198
FL,1300449,2158391
FL,525210,875788
FL,328171,264000
FL,1234790,1184546
FL,1384785,1112813
FL,4300204,3905480
FL,45453,51123
FL,58437,85948
FL,511915,490824
FL,1357002,1906330
FL,1211268,1414022
FL,58437,70435
FL,884539,1468299
FL,513194,526204
FL,639507,900832
FL,511484,467824
FL,635083,627065
FL,761014,583807
FL,39841,52975
FL,505898,685949
FL,1526293,1868640
FL,1180224,1400937
FL,10710000,16470000
FL,204136,323791
FL,2858236,2712763
FL,1259796,1679561
FL,25470000,34020000
FL,1721731,1855688
FL,1211815,1915385
FL,90233,124342
FL,15653,16685
FL,11605,17955
FL,14940000,22590000
FL,86905,96446
FL,1803868,2630039
FL,51549,45095
FL,41473,34659
FL,90953,70963
FL,63424,69813
FL,63424,81930
FL,63424,73791
FL,127446,141141
FL,396899,476231
FL,337841,491404
FL,412869,365432
FL,132048,185722
FL,374647,446846
FL,70225,99094
FL,13635,13156
FL,10340,13214
FL,58437,63011
FL,200561,303698
FL,1495,1365
FL,2990,5130
FL,8772714,6674596
FL,959030,940939
FL,2271739,2296019
FL,456050,624588
FL,34560,38135
FL,28084,35393
FL,26338,27224
FL,387146,513604
FL,374647,261168
FL,13635,18645
FL,10340,12279
FL,484757,551896
FL,33408,34389
FL,56463,71712
FL,2446,4235
FL,959030,1608140
FL,3131090,3939838
FL,260038,417436
FL,9385,8126
FL,126090,154489
FL,17462,17667
FL,5602,5608
FL,8731,7050
FL,169389,197077
FL,1113300,1455221
FL,2970409,2600593
FL,551700,822231
FL,483481,575971
FL,1062688,998827
FL,1049592,1539941
FL,486939,419664
FL,168281,256555
FL,1584000,1314678
FL,171000,273695
FL,648000,911199
FL,2245202,3751194
FL,5351517,4752147
FL,870750,821804
FL,116775,88118
FL,61506,54227
FL,1377,1858
FL,1377,1661
FL,2246148,3397565
FL,96058,131254
FL,252094,324120
FL,207550,232363
FL,2174,2721
FL,342773,283542
FL,43634,51246
FL,265871,252684
FL,51757,66977
FL,205107,228205
FL,701795,681808
FL,26663,27916
FL,179426,135734
FL,170165,241919
FL,212379,278042
FL,90307,116751
FL,318114,332913
FL,288854,237590
FL,11420,11188
FL,33521,44335
FL,27271,45497
FL,370158,512612
FL,726056,755609
FL,614629,536940
FL,814254,1155284
FL,770017,990403
FL,727165,931969
FL,2223683,1878487
FL,2211604,3591866
FL,2011377,2455489
FL,207550,316048
FL,265871,315217
FL,205107,265364
FL,701795,1148601
FL,26663,37173
FL,27444,29172
FL,243003,412766
FL,318114,532117
FL,288854,334769
FL,814254,1103656
FL,3567924,5985946
FL,18000,19241
FL,4500,4487
FL,390293,628641
FL,466752,612939
FL,7774027,9900000
FL,7564675,7255552
FL,17100000,14670000
FL,1009156,1544009
FL,871436,1023240
FL,871436,1228551
FL,871436,1100059
FL,871436,614383
FL,871436,1242459
FL,1453680,1639629
FL,1453680,1627784
FL,1453680,1416744
FL,1453680,2058410
FL,1453680,2210276
FL,1453680,2016254
FL,1453680,2302643
FL,15930000,14850000
FL,9720000,14490000
FL,1867500,3029551
FL,1607212,2067686
FL,1964866,2055682
FL,2203074,2485068
FL,857523,1347511
FL,857523,1317704
FL,172561,225241
FL,172561,222862
FL,172561,272031
FL,239602,332723
FL,109828,100633
FL,264227,312237
FL,32940000,52470000
FL,654125,981796
FL,1604865,1463637
FL,45270000,35190000
FL,529614,831941
FL,20430000,16560000
FL,546300,706092
FL,29970000,46620000
FL,246898,445957
FL,721615,655255
FL,1130119,927602
FL,19747,20857
FL,751748,1125911
FL,751748,1238280
FL,751748,868612
FL,751748,995668
FL,751748,593062
FL,751748,1028392
FL,751748,781442
FL,751748,1138222
FL,751748,712705
FL,751748,1068919
FL,751748,993751
FL,751748,872118
FL,751748,662501
FL,751748,1237679
FL,9360,12029
FL,748620,835257
FL,285174,516434
FL,30690,28305
FL,12780,18597
FL,6210,6645
FL,469397,467359
FL,300204,431214
FL,200311,244018
FL,538995,640196
FL,648132,805875
FL,648132,563622
FL,795832,901471
FL,83817,123564
FL,58437,87015
FL,103809,169853
FL,867131,711658
FL,316353,291741
FL,32442,50331
FL,58437,75278
FL,3624,5368
FL,28231,39840
FL,1256721,1427101
FL,300615,340958
FL,2537,1991
FL,61491,49009
FL,1784034,2331054
FL,283343,339008
FL,56463,89921
FL,256980,324694
FL,271879,226290
FL,115304,83869
FL,5454,7499
FL,3377961,2777156
FL,1465748,1168222
FL,1304778,1750694
FL,803399,817780
FL,8803,11602
FL,58437,86436
FL,5034452,6040739
FL,54927,68061
FL,103809,152091
FL,25112,27152
FL,13635,18482
FL,283343,474303
FL,32442,33110
FL,419422,648746
FL,452978,437360
FL,816759,913155
FL,275571,267304
FL,188219,305338
FL,115304,127517
FL,1465748,1707099
FL,58437,69249
FL,844885,741547
FL,1201939,1567896
FL,2250000,3495492
FL,45000,42865
FL,6385521,9450000
FL,400500,361546
FL,749530,1131863
FL,599476,922594
FL,306406,288512
FL,720318,740141
FL,221470,290908
FL,25567,20842
FL,58437,79324
FL,28231,22848
FL,319876,294429
FL,4999,7634
FL,4545,7199
FL,28166,29113
FL,41362,65622
FL,498563,528128
FL,720318,642702
FL,226583,288962
FL,267718,262214
FL,22872,32986
FL,2556,2718
FL,4545,5885
FL,58437,56710
FL,7954,6674
FL,41362,48763
FL,2537,3044
FL,10795,16811
FL,1832992,2263173
FL,276491,250567
FL,10440000,12690000
FL,3962655,4050308
FL,9450000,11160000
FL,16650000,17460000
FL,15210000,13860000
FL,830925,665059
FL,2062437,3267179
FL,648078,613476
FL,11790000,18810000
FL,23567,35335
FL,1309500,1441413
FL,10440000,9000000
FL,922,1290
FL,729456,1179530
FL,3151308,2880364
FL,4073775,4625657
FL,2478162,2633468
FL,2966625,3477323
FL,124740,125837
FL,268290,242639
FL,121950,149474
FL,23130000,25110000
FL,25650000,28530000
FL,1038842,1571841
FL,339276,288300
FL,2106432,2378126
FL,57552,87080
FL,31589,26717
FL,28623,35344
FL,204141,283861
FL,934970,691255
FL,58437,60324
FL,25386,30030
FL,4152620,5089982
FL,2106432,2827758
FL,55005,89353
FL,57552,77591
FL,128127,201322
FL,519585,436452
FL,31589,28958
FL,58437,78977
FL,1493817,1924521
FL,934970,1367487
FL,25386,32000
FL,29342,45177
FL,707854,902791
FL,762855,626762
FL,540307,659194
FL,277380,492834
FL,116104,144753
FL,548316,597392
FL,722901,896464
FL,1837080,1913309
FL,21870000,22050000
FL,5961240,8887791
FL,475868,540234
FL,183465,224878
FL,203746,217307
FL,4890338,4505135
FL,956654,1021061
FL,314006,491131
FL,612783,883977
FL,8155,8227
FL,731648,980447
FL,4219,3440
FL,4219,5215
FL,6817,9010
FL,837597,1263096
FL,34394,27339
FL,956654,1507592
FL,770149,659670
FL,399842,390885
FL,612783,655776
FL,626957,966558
FL,9493,8259
FL,50169,72277
FL,115370,148839
FL,4219,4453
FL,7911,6589
FL,7911,11916
FL,4219,5447
FL,56234,76359
FL,1298822,1469373
FL,912589,1263242
FL,1795998,1448293
FL,22860000,24750000
FL,49500,70488
FL,206129,228635
FL,1161463,1258143
FL,4032000,5865640
FL,2238103,2584197
FL,2230016,2622987
FL,375087,452130
FL,1398240,1736412
FL,280565,388642
FL,1260000,1938981
FL,5897634,5510843
FL,334440,414607
FL,221670,268633
FL,1384717,2300841
FL,1279147,1147387
FL,696211,1031759
FL,477016,439200
FL,1173236,1353194
FL,43509,44504
FL,164666,257538
FL,26135,22283
FL,58437,52691
FL,21827,29362
FL,46565,57366
FL,66792,62417
FL,28231,36685
FL,4416738,4247276
FL,1237905,923210
FL,2750643,3849227
FL,10890000,9810000
FL,1694330,1336657
FL,43920000,59850000
FL,465300,800272
FL,450000,700920
FL,444095,546471
FL,367185,554166
FL,110880,80116
FL,102285,106083
FL,5349061,4775856
FL,104699,151285
FL,5349061,4593185
FL,802453,837285
FL,399533,402806
FL,399533,553010
FL,399533,653476
FL,399533,535321
FL,1149289,1692110
FL,198450,191136
FL,31061,52756
FL,10080000,12150000
FL,39485,37906
FL,103500,188507
FL,103500,136454
FL,608839,882208
FL,24750000,20700000
FL,180000,270094
FL,360000,646277
FL,27000,37263
FL,8787600,12870000
FL,1012596,1216107
FL,717058,892893
FL,2250000,1652400
FL,22500,32124
FL,22500,29555
FL,19656,22643
FL,7200,10870
FL,4500,6984
FL,4500,3747
FL,45000,58207
FL,67500,101804
FL,720000,511660
FL,90000,124835
FL,126000,110394
FL,4109144,7141782
FL,2601167,2953553
FL,237592,283126
FL,630000,944118
FL,24480000,30600000
FL,355212,329822
FL,19530000,29880000
FL,326835,432747
FL,262566,383526
FL,357954,558659
FL,235844,232822
FL,455496,485814
FL,540721,725876
FL,286354,387286
FL,31817,26533
FL,106360,133937
FL,7499,11929
FL,58437,70132
FL,76740,117010
FL,2538181,3116054
FL,341383,337231
FL,61699,78685
FL,314971,276710
FL,362628,565548
FL,352660,383209
FL,881687,1430281
FL,977001,1218281
FL,669596,655484
FL,761490,1043912
FL,495121,514679
FL,319337,317385
